Provincias	Grupos de edad	Periodo	Total
14 Córdoba	De 10 a 14 años	2021	0,05
14 Córdoba	De 10 a 14 años	2020	0,05
14 Córdoba	De 10 a 14 años	2019	0,05
14 Córdoba	De 10 a 14 años	2018	0,05
14 Córdoba	De 10 a 14 años	2017	0,1
14 Córdoba	De 10 a 14 años	2016	0,2
14 Córdoba	De 10 a 14 años	2015	0,1
14 Córdoba	De 10 a 14 años	2014	0,3
14 Córdoba	De 10 a 14 años	2013	0,15
14 Córdoba	De 10 a 14 años	2012	0,35
14 Córdoba	De 10 a 14 años	2011	0,1
14 Córdoba	De 10 a 14 años	2010	0,2
14 Córdoba	De 10 a 14 años	2009	0,15
14 Córdoba	De 10 a 14 años	2008	0,15
14 Córdoba	De 10 a 14 años	2007	0,1
14 Córdoba	De 10 a 14 años	2006	0,05
14 Córdoba	De 10 a 14 años	2005	0,09
14 Córdoba	De 10 a 14 años	2004	0,13
14 Córdoba	De 10 a 14 años	2003	0,13
14 Córdoba	De 10 a 14 años	2002	0
14 Córdoba	De 10 a 14 años	2001	0,26
14 Córdoba	De 10 a 14 años	2000	0,25
14 Córdoba	De 10 a 14 años	1999	0,17
14 Córdoba	De 10 a 14 años	1998	0,16
14 Córdoba	De 10 a 14 años	1997	0,04
14 Córdoba	De 10 a 14 años	1996	0,23
14 Córdoba	De 10 a 14 años	1995	0,11
14 Córdoba	De 10 a 14 años	1994	0,11
14 Córdoba	De 10 a 14 años	1993	0,21
14 Córdoba	De 10 a 14 años	1992	0,07
14 Córdoba	De 10 a 14 años	1991	0,07
14 Córdoba	De 10 a 14 años	1990	0,03
14 Córdoba	De 10 a 14 años	1989	0,03
14 Córdoba	De 10 a 14 años	1988	0,16
14 Córdoba	De 10 a 14 años	1987	0,16
14 Córdoba	De 10 a 14 años	1986	0,03
14 Córdoba	De 10 a 14 años	1985	0,23
14 Córdoba	De 10 a 14 años	1984	0,1
14 Córdoba	De 10 a 14 años	1983	0,28
14 Córdoba	De 10 a 14 años	1982	0,21
14 Córdoba	De 10 a 14 años	1981	0,15
14 Córdoba	De 10 a 14 años	1980	0,26
14 Córdoba	De 10 a 14 años	1979	0,17
14 Córdoba	De 10 a 14 años	1978	0,08
14 Córdoba	De 10 a 14 años	1977	0,19
14 Córdoba	De 10 a 14 años	1976	0,11
14 Córdoba	De 10 a 14 años	1975	0,11
14 Córdoba	De 15 a 19 años	2023	6,35
14 Córdoba	De 15 a 19 años	2022	6,9
14 Córdoba	De 15 a 19 años	2021	5,79
14 Córdoba	De 15 a 19 años	2020	6,75
14 Córdoba	De 15 a 19 años	2019	7,88
14 Córdoba	De 15 a 19 años	2018	8,29
14 Córdoba	De 15 a 19 años	2017	7,73
14 Córdoba	De 15 a 19 años	2016	8,13
14 Córdoba	De 15 a 19 años	2015	8,64
14 Córdoba	De 15 a 19 años	2014	7,82
14 Córdoba	De 15 a 19 años	2013	9,58
14 Córdoba	De 15 a 19 años	2012	8,99
14 Córdoba	De 15 a 19 años	2011	9,97
14 Córdoba	De 15 a 19 años	2010	11,67
14 Córdoba	De 15 a 19 años	2009	12,01
14 Córdoba	De 15 a 19 años	2008	12,22
14 Córdoba	De 15 a 19 años	2007	14,23
14 Córdoba	De 15 a 19 años	2006	13,02
14 Córdoba	De 15 a 19 años	2005	10,29
14 Córdoba	De 15 a 19 años	2004	10,44
14 Córdoba	De 15 a 19 años	2003	9,18
14 Córdoba	De 15 a 19 años	2002	10,39
14 Córdoba	De 15 a 19 años	2001	10,15
14 Córdoba	De 15 a 19 años	2000	11,44
14 Córdoba	De 15 a 19 años	1999	11,17
14 Córdoba	De 15 a 19 años	1998	10,37
14 Córdoba	De 15 a 19 años	1997	8,92
14 Córdoba	De 15 a 19 años	1996	9,45
14 Córdoba	De 15 a 19 años	1995	10,23
14 Córdoba	De 15 a 19 años	1994	10,47
14 Córdoba	De 15 a 19 años	1993	12,74
14 Córdoba	De 15 a 19 años	1992	12,9
14 Córdoba	De 15 a 19 años	1991	13,3
14 Córdoba	De 15 a 19 años	1990	13,79
14 Córdoba	De 15 a 19 años	1989	16,89
14 Córdoba	De 15 a 19 años	1988	17,91
14 Córdoba	De 15 a 19 años	1987	16,9
14 Córdoba	De 15 a 19 años	1986	18,6
14 Córdoba	De 15 a 19 años	1985	19,89
14 Córdoba	De 15 a 19 años	1984	18,31
14 Córdoba	De 15 a 19 años	1983	19,14
14 Córdoba	De 15 a 19 años	1982	20,62
14 Córdoba	De 15 a 19 años	1981	20,15
14 Córdoba	De 15 a 19 años	1980	22,27
14 Córdoba	De 15 a 19 años	1979	22,47
14 Córdoba	De 15 a 19 años	1978	20,01
14 Córdoba	De 15 a 19 años	1977	20,05
14 Córdoba	De 15 a 19 años	1976	16,99
14 Córdoba	De 15 a 19 años	1975	15,54
14 Córdoba	De 20 a 24 años	2023	22,15
14 Córdoba	De 20 a 24 años	2022	22,18
14 Córdoba	De 20 a 24 años	2021	21,62
14 Córdoba	De 20 a 24 años	2020	21,52
14 Córdoba	De 20 a 24 años	2019	21,34
14 Córdoba	De 20 a 24 años	2018	22,02
14 Córdoba	De 20 a 24 años	2017	22,75
14 Córdoba	De 20 a 24 años	2016	24,26
14 Córdoba	De 20 a 24 años	2015	26,81
14 Córdoba	De 20 a 24 años	2014	27,17
14 Córdoba	De 20 a 24 años	2013	25,41
14 Córdoba	De 20 a 24 años	2012	25,36
14 Córdoba	De 20 a 24 años	2011	30,97
14 Córdoba	De 20 a 24 años	2010	32,72
14 Córdoba	De 20 a 24 años	2009	32,05
14 Córdoba	De 20 a 24 años	2008	34,47
14 Córdoba	De 20 a 24 años	2007	31,59
14 Córdoba	De 20 a 24 años	2006	30,19
14 Córdoba	De 20 a 24 años	2005	29,67
14 Córdoba	De 20 a 24 años	2004	31,07
14 Córdoba	De 20 a 24 años	2003	30,25
14 Córdoba	De 20 a 24 años	2002	28,34
14 Córdoba	De 20 a 24 años	2001	27,38
14 Córdoba	De 20 a 24 años	2000	28,07
14 Córdoba	De 20 a 24 años	1999	28,24
14 Córdoba	De 20 a 24 años	1998	29,39
14 Córdoba	De 20 a 24 años	1997	32,92
14 Córdoba	De 20 a 24 años	1996	35,05
14 Córdoba	De 20 a 24 años	1995	38,15
14 Córdoba	De 20 a 24 años	1994	45,9
14 Córdoba	De 20 a 24 años	1993	51,67
14 Córdoba	De 20 a 24 años	1992	55,52
14 Córdoba	De 20 a 24 años	1991	61,95
14 Córdoba	De 20 a 24 años	1990	65,6
14 Córdoba	De 20 a 24 años	1989	70,95
14 Córdoba	De 20 a 24 años	1988	75,19
14 Córdoba	De 20 a 24 años	1987	75,33
14 Córdoba	De 20 a 24 años	1986	83,37
14 Córdoba	De 20 a 24 años	1985	85,48
14 Córdoba	De 20 a 24 años	1984	94,33
14 Córdoba	De 20 a 24 años	1983	98,93
14 Córdoba	De 20 a 24 años	1982	109,06
14 Córdoba	De 20 a 24 años	1981	113,91
14 Córdoba	De 20 a 24 años	1980	119,85
14 Córdoba	De 20 a 24 años	1979	124,04
14 Córdoba	De 20 a 24 años	1978	126,72
14 Córdoba	De 20 a 24 años	1977	128,38
14 Córdoba	De 20 a 24 años	1976	122,31
14 Córdoba	De 20 a 24 años	1975	112,58
14 Córdoba	De 25 a 29 años	2023	49,31
14 Córdoba	De 25 a 29 años	2022	47,06
14 Córdoba	De 25 a 29 años	2021	52,56
14 Córdoba	De 25 a 29 años	2020	51,3
14 Córdoba	De 25 a 29 años	2019	54,28
14 Córdoba	De 25 a 29 años	2018	56,07
14 Córdoba	De 25 a 29 años	2017	58,2
14 Córdoba	De 25 a 29 años	2016	60,56
14 Córdoba	De 25 a 29 años	2015	61,8
14 Córdoba	De 25 a 29 años	2014	60,73
14 Córdoba	De 25 a 29 años	2013	61,86
14 Córdoba	De 25 a 29 años	2012	64,34
14 Córdoba	De 25 a 29 años	2011	67,02
14 Córdoba	De 25 a 29 años	2010	65,6
14 Córdoba	De 25 a 29 años	2009	73,54
14 Córdoba	De 25 a 29 años	2008	77,82
14 Córdoba	De 25 a 29 años	2007	73,33
14 Córdoba	De 25 a 29 años	2006	78,15
14 Córdoba	De 25 a 29 años	2005	77,31
14 Córdoba	De 25 a 29 años	2004	76,1
14 Córdoba	De 25 a 29 años	2003	78,37
14 Córdoba	De 25 a 29 años	2002	81,58
14 Córdoba	De 25 a 29 años	2001	79,76
14 Córdoba	De 25 a 29 años	2000	82,74
14 Córdoba	De 25 a 29 años	1999	83,32
14 Córdoba	De 25 a 29 años	1998	87,29
14 Córdoba	De 25 a 29 años	1997	90,85
14 Córdoba	De 25 a 29 años	1996	95,19
14 Córdoba	De 25 a 29 años	1995	96,72
14 Córdoba	De 25 a 29 años	1994	108,02
14 Córdoba	De 25 a 29 años	1993	117,45
14 Córdoba	De 25 a 29 años	1992	122,23
14 Córdoba	De 25 a 29 años	1991	120,67
14 Córdoba	De 25 a 29 años	1990	129,24
14 Córdoba	De 25 a 29 años	1989	125,12
14 Córdoba	De 25 a 29 años	1988	128,52
14 Córdoba	De 25 a 29 años	1987	131,77
14 Córdoba	De 25 a 29 años	1986	131,43
14 Córdoba	De 25 a 29 años	1985	136,49
14 Córdoba	De 25 a 29 años	1984	147,79
14 Córdoba	De 25 a 29 años	1983	149,32
14 Córdoba	De 25 a 29 años	1982	161,51
14 Córdoba	De 25 a 29 años	1981	167,11
14 Córdoba	De 25 a 29 años	1980	173,49
14 Córdoba	De 25 a 29 años	1979	180,68
14 Córdoba	De 25 a 29 años	1978	181,86
14 Córdoba	De 25 a 29 años	1977	181,5
14 Córdoba	De 25 a 29 años	1976	187,83
14 Córdoba	De 25 a 29 años	1975	190,14
14 Córdoba	De 30 a 34 años	2023	89,08
14 Córdoba	De 30 a 34 años	2022	87,43
14 Córdoba	De 30 a 34 años	2021	93,33
14 Córdoba	De 30 a 34 años	2020	88,25
14 Córdoba	De 30 a 34 años	2019	91,64
14 Córdoba	De 30 a 34 años	2018	96,53
14 Córdoba	De 30 a 34 años	2017	100,96
14 Córdoba	De 30 a 34 años	2016	101,84
14 Córdoba	De 30 a 34 años	2015	102,13
14 Córdoba	De 30 a 34 años	2014	102,49
14 Córdoba	De 30 a 34 años	2013	98,76
14 Córdoba	De 30 a 34 años	2012	102,15
14 Córdoba	De 30 a 34 años	2011	106
14 Córdoba	De 30 a 34 años	2010	102,08
14 Córdoba	De 30 a 34 años	2009	105,88
14 Córdoba	De 30 a 34 años	2008	112,58
14 Córdoba	De 30 a 34 años	2007	108,02
14 Córdoba	De 30 a 34 años	2006	111,63
14 Córdoba	De 30 a 34 años	2005	109,56
14 Córdoba	De 30 a 34 años	2004	105,39
14 Córdoba	De 30 a 34 años	2003	106,58
14 Córdoba	De 30 a 34 años	2002	100,16
14 Córdoba	De 30 a 34 años	2001	100,83
14 Córdoba	De 30 a 34 años	2000	98,26
14 Córdoba	De 30 a 34 años	1999	96,54
14 Córdoba	De 30 a 34 años	1998	97,46
14 Córdoba	De 30 a 34 años	1997	92,26
14 Córdoba	De 30 a 34 años	1996	89,37
14 Córdoba	De 30 a 34 años	1995	90,09
14 Córdoba	De 30 a 34 años	1994	89,58
14 Córdoba	De 30 a 34 años	1993	92,79
14 Córdoba	De 30 a 34 años	1992	95,62
14 Córdoba	De 30 a 34 años	1991	88,93
14 Córdoba	De 30 a 34 años	1990	87,52
14 Córdoba	De 30 a 34 años	1989	89,72
14 Córdoba	De 30 a 34 años	1988	86,94
14 Córdoba	De 30 a 34 años	1987	87,12
14 Córdoba	De 30 a 34 años	1986	92,14
14 Córdoba	De 30 a 34 años	1985	93,57
14 Córdoba	De 30 a 34 años	1984	99,75
14 Córdoba	De 30 a 34 años	1983	97,46
14 Córdoba	De 30 a 34 años	1982	109,61
14 Córdoba	De 30 a 34 años	1981	110,65
14 Córdoba	De 30 a 34 años	1980	114,01
14 Córdoba	De 30 a 34 años	1979	117,82
14 Córdoba	De 30 a 34 años	1978	125,47
14 Córdoba	De 30 a 34 años	1977	126,2
14 Córdoba	De 30 a 34 años	1976	134,16
14 Córdoba	De 30 a 34 años	1975	136,75
14 Córdoba	De 35 a 39 años	2023	63,65
14 Córdoba	De 35 a 39 años	2022	67,91
14 Córdoba	De 35 a 39 años	2021	66,51
14 Córdoba	De 35 a 39 años	2020	61,27
14 Córdoba	De 35 a 39 años	2019	62,94
14 Córdoba	De 35 a 39 años	2018	62,39
14 Córdoba	De 35 a 39 años	2017	61,78
14 Córdoba	De 35 a 39 años	2016	65,72
14 Córdoba	De 35 a 39 años	2015	60,96
14 Córdoba	De 35 a 39 años	2014	60,55
14 Córdoba	De 35 a 39 años	2013	57,89
14 Córdoba	De 35 a 39 años	2012	59,39
14 Córdoba	De 35 a 39 años	2011	58,6
14 Córdoba	De 35 a 39 años	2010	57,47
14 Córdoba	De 35 a 39 años	2009	56,81
14 Córdoba	De 35 a 39 años	2008	53,63
14 Córdoba	De 35 a 39 años	2007	51,19
14 Córdoba	De 35 a 39 años	2006	52,3
14 Córdoba	De 35 a 39 años	2005	48,05
14 Córdoba	De 35 a 39 años	2004	46,34
14 Córdoba	De 35 a 39 años	2003	46,15
14 Córdoba	De 35 a 39 años	2002	40,65
14 Córdoba	De 35 a 39 años	2001	40,29
14 Córdoba	De 35 a 39 años	2000	40,97
14 Córdoba	De 35 a 39 años	1999	39,45
14 Córdoba	De 35 a 39 años	1998	37,42
14 Córdoba	De 35 a 39 años	1997	34,93
14 Córdoba	De 35 a 39 años	1996	31,43
14 Córdoba	De 35 a 39 años	1995	32,34
14 Córdoba	De 35 a 39 años	1994	36,1
14 Córdoba	De 35 a 39 años	1993	33,12
14 Córdoba	De 35 a 39 años	1992	36,01
14 Córdoba	De 35 a 39 años	1991	34,9
14 Córdoba	De 35 a 39 años	1990	35,72
14 Córdoba	De 35 a 39 años	1989	37,37
14 Córdoba	De 35 a 39 años	1988	40,02
14 Córdoba	De 35 a 39 años	1987	40,52
14 Córdoba	De 35 a 39 años	1986	41,07
14 Córdoba	De 35 a 39 años	1985	44,97
14 Córdoba	De 35 a 39 años	1984	52,04
14 Córdoba	De 35 a 39 años	1983	52,6
14 Córdoba	De 35 a 39 años	1982	53,68
14 Córdoba	De 35 a 39 años	1981	59,25
14 Córdoba	De 35 a 39 años	1980	63,98
14 Córdoba	De 35 a 39 años	1979	61,67
14 Córdoba	De 35 a 39 años	1978	67,55
14 Córdoba	De 35 a 39 años	1977	67,73
14 Córdoba	De 35 a 39 años	1976	75,56
14 Córdoba	De 35 a 39 años	1975	74,02
14 Córdoba	De 40 a 44 años	2023	15,42
14 Córdoba	De 40 a 44 años	2022	14,57
14 Córdoba	De 40 a 44 años	2021	13,43
14 Córdoba	De 40 a 44 años	2020	13,38
14 Córdoba	De 40 a 44 años	2019	14,67
14 Córdoba	De 40 a 44 años	2018	12,77
14 Córdoba	De 40 a 44 años	2017	12,65
14 Córdoba	De 40 a 44 años	2016	12,8
14 Córdoba	De 40 a 44 años	2015	12,94
14 Córdoba	De 40 a 44 años	2014	11,89
14 Córdoba	De 40 a 44 años	2013	11,49
14 Córdoba	De 40 a 44 años	2012	10,9
14 Córdoba	De 40 a 44 años	2011	9,31
14 Córdoba	De 40 a 44 años	2010	8,73
14 Córdoba	De 40 a 44 años	2009	8,52
14 Córdoba	De 40 a 44 años	2008	9,05
14 Córdoba	De 40 a 44 años	2007	7,86
14 Córdoba	De 40 a 44 años	2006	8,37
14 Córdoba	De 40 a 44 años	2005	7,63
14 Córdoba	De 40 a 44 años	2004	7,46
14 Córdoba	De 40 a 44 años	2003	7,16
14 Córdoba	De 40 a 44 años	2002	6,42
14 Córdoba	De 40 a 44 años	2001	7,05
14 Córdoba	De 40 a 44 años	2000	6,95
14 Córdoba	De 40 a 44 años	1999	6,56
14 Córdoba	De 40 a 44 años	1998	6,3
14 Córdoba	De 40 a 44 años	1997	7,37
14 Córdoba	De 40 a 44 años	1996	7,32
14 Córdoba	De 40 a 44 años	1995	7
14 Córdoba	De 40 a 44 años	1994	7,28
14 Córdoba	De 40 a 44 años	1993	6,89
14 Córdoba	De 40 a 44 años	1992	7,46
14 Córdoba	De 40 a 44 años	1991	8,75
14 Córdoba	De 40 a 44 años	1990	8,62
14 Córdoba	De 40 a 44 años	1989	9,65
14 Córdoba	De 40 a 44 años	1988	11,31
14 Córdoba	De 40 a 44 años	1987	11,63
14 Córdoba	De 40 a 44 años	1986	13,79
14 Córdoba	De 40 a 44 años	1985	12,84
14 Córdoba	De 40 a 44 años	1984	15,6
14 Córdoba	De 40 a 44 años	1983	18,01
14 Córdoba	De 40 a 44 años	1982	18,55
14 Córdoba	De 40 a 44 años	1981	17,97
14 Córdoba	De 40 a 44 años	1980	18,84
14 Córdoba	De 40 a 44 años	1979	19,89
14 Córdoba	De 40 a 44 años	1978	22,46
14 Córdoba	De 40 a 44 años	1977	24,53
14 Córdoba	De 40 a 44 años	1976	27,25
14 Córdoba	De 40 a 44 años	1975	29,12
14 Córdoba	De 45 a 49 años	2023	1,22
14 Córdoba	De 45 a 49 años	2022	1,19
14 Córdoba	De 45 a 49 años	2021	0,96
14 Córdoba	De 45 a 49 años	2020	0,88
14 Córdoba	De 45 a 49 años	2019	0,91
14 Córdoba	De 45 a 49 años	2018	0,97
14 Córdoba	De 45 a 49 años	2017	0,92
14 Córdoba	De 45 a 49 años	2016	0,61
14 Córdoba	De 45 a 49 años	2015	0,48
14 Córdoba	De 45 a 49 años	2014	0,6
14 Córdoba	De 45 a 49 años	2013	0,47
14 Córdoba	De 45 a 49 años	2012	0,62
14 Córdoba	De 45 a 49 años	2011	0,48
14 Córdoba	De 45 a 49 años	2010	0,45
14 Córdoba	De 45 a 49 años	2009	0,6
14 Córdoba	De 45 a 49 años	2008	0,24
14 Córdoba	De 45 a 49 años	2007	0,35
14 Córdoba	De 45 a 49 años	2006	0,47
14 Córdoba	De 45 a 49 años	2005	0,3
14 Córdoba	De 45 a 49 años	2004	0,12
14 Córdoba	De 45 a 49 años	2003	0,25
14 Córdoba	De 45 a 49 años	2002	0,26
14 Córdoba	De 45 a 49 años	2001	0,32
14 Córdoba	De 45 a 49 años	2000	0,24
14 Córdoba	De 45 a 49 años	1999	0,59
14 Córdoba	De 45 a 49 años	1998	0
14 Córdoba	De 45 a 49 años	1997	0,3
14 Córdoba	De 45 a 49 años	1996	0,1
14 Córdoba	De 45 a 49 años	1995	0,65
14 Córdoba	De 45 a 49 años	1994	0,29
14 Córdoba	De 45 a 49 años	1993	0,35
14 Córdoba	De 45 a 49 años	1992	0,76
14 Córdoba	De 45 a 49 años	1991	0,67
14 Córdoba	De 45 a 49 años	1990	0,68
14 Córdoba	De 45 a 49 años	1989	0,43
14 Córdoba	De 45 a 49 años	1988	0,89
14 Córdoba	De 45 a 49 años	1987	0,85
14 Córdoba	De 45 a 49 años	1986	1,19
14 Córdoba	De 45 a 49 años	1985	0,99
14 Córdoba	De 45 a 49 años	1984	1,3
14 Córdoba	De 45 a 49 años	1983	1,55
14 Córdoba	De 45 a 49 años	1982	1,29
14 Córdoba	De 45 a 49 años	1981	1,39
14 Córdoba	De 45 a 49 años	1980	1,67
14 Córdoba	De 45 a 49 años	1979	1,86
14 Córdoba	De 45 a 49 años	1978	1,77
14 Córdoba	De 45 a 49 años	1977	2,15
14 Córdoba	De 45 a 49 años	1976	2,16
14 Córdoba	De 45 a 49 años	1975	2,61
14 Córdoba	50 y más años	2023	0,51
14 Córdoba	50 y más años	2022	0,17
14 Córdoba	50 y más años	2021	0,17
14 Córdoba	50 y más años	2020	0,16
14 Córdoba	50 y más años	2019	0,5
14 Córdoba	50 y más años	2018	0,16
14 Córdoba	50 y más años	2017	0
14 Córdoba	50 y más años	2016	0
14 Córdoba	50 y más años	2015	0
14 Córdoba	50 y más años	2014	0
14 Córdoba	50 y más años	2013	0
14 Córdoba	50 y más años	2012	0
14 Córdoba	50 y más años	2011	0
14 Córdoba	50 y más años	2010	0
14 Córdoba	50 y más años	2009	0,36
14 Córdoba	50 y más años	2008	0,37
14 Córdoba	50 y más años	2007	0
14 Córdoba	50 y más años	2006	0
14 Córdoba	50 y más años	2005	0,22
14 Córdoba	50 y más años	2004	0,22
14 Córdoba	50 y más años	2003	0,46
14 Córdoba	50 y más años	2002	0
14 Córdoba	50 y más años	2001	0
14 Córdoba	50 y más años	2000	0
14 Córdoba	50 y más años	1999	0
14 Córdoba	50 y más años	1998	0
14 Córdoba	50 y más años	1997	0
14 Córdoba	50 y más años	1996	0
14 Córdoba	50 y más años	1995	0
14 Córdoba	50 y más años	1994	0
14 Córdoba	50 y más años	1993	0
14 Córdoba	50 y más años	1992	0,29
14 Córdoba	50 y más años	1991	0,27
14 Córdoba	50 y más años	1990	0,27
14 Córdoba	50 y más años	1989	0,9
14 Córdoba	50 y más años	1988	0,28
14 Córdoba	50 y más años	1987	0
14 Córdoba	50 y más años	1986	0,23
14 Córdoba	50 y más años	1985	0,92
14 Córdoba	50 y más años	1984	0,87
14 Córdoba	50 y más años	1983	0,84
14 Córdoba	50 y más años	1982	0,22
14 Córdoba	50 y más años	1981	0
14 Córdoba	50 y más años	1980	1,09
14 Córdoba	50 y más años	1979	0,87
14 Córdoba	50 y más años	1978	0,44
14 Córdoba	50 y más años	1977	0,45
14 Córdoba	50 y más años	1976	0,68
14 Córdoba	50 y más años	1975	0,46
15 Coruña, A	De 10 a 14 años	2023	0
15 Coruña, A	De 10 a 14 años	2022	0
15 Coruña, A	De 10 a 14 años	2021	0
15 Coruña, A	De 10 a 14 años	2020	0
15 Coruña, A	De 10 a 14 años	2019	0
15 Coruña, A	De 10 a 14 años	2018	0
15 Coruña, A	De 10 a 14 años	2017	0,18
15 Coruña, A	De 10 a 14 años	2016	0,05
15 Coruña, A	De 10 a 14 años	2015	0,18
15 Coruña, A	De 10 a 14 años	2014	0,05
15 Coruña, A	De 10 a 14 años	2013	0
15 Coruña, A	De 10 a 14 años	2012	0,14
15 Coruña, A	De 10 a 14 años	2011	0
15 Coruña, A	De 10 a 14 años	2010	0,1
15 Coruña, A	De 10 a 14 años	2009	0,2
15 Coruña, A	De 10 a 14 años	2008	0
15 Coruña, A	De 10 a 14 años	2007	0,05
15 Coruña, A	De 10 a 14 años	2006	0
15 Coruña, A	De 10 a 14 años	2005	0,09
15 Coruña, A	De 10 a 14 años	2004	0
15 Coruña, A	De 10 a 14 años	2003	0,13
15 Coruña, A	De 10 a 14 años	2002	0,04
15 Coruña, A	De 10 a 14 años	2001	0
15 Coruña, A	De 10 a 14 años	2000	0,04
15 Coruña, A	De 10 a 14 años	1999	0
15 Coruña, A	De 10 a 14 años	1998	0,11
15 Coruña, A	De 10 a 14 años	1997	0,1
15 Coruña, A	De 10 a 14 años	1996	0
15 Coruña, A	De 10 a 14 años	1995	0,09
15 Coruña, A	De 10 a 14 años	1994	0,06
15 Coruña, A	De 10 a 14 años	1993	0,18
15 Coruña, A	De 10 a 14 años	1992	0,07
15 Coruña, A	De 10 a 14 años	1991	0,05
15 Coruña, A	De 10 a 14 años	1990	0,07
15 Coruña, A	De 10 a 14 años	1989	0,11
15 Coruña, A	De 10 a 14 años	1988	0,14
15 Coruña, A	De 10 a 14 años	1987	0,05
15 Coruña, A	De 10 a 14 años	1986	0,02
15 Coruña, A	De 10 a 14 años	1985	0,09
15 Coruña, A	De 10 a 14 años	1984	0,14
15 Coruña, A	De 10 a 14 años	1983	0,23
15 Coruña, A	De 10 a 14 años	1982	0,23
15 Coruña, A	De 10 a 14 años	1981	0,3
15 Coruña, A	De 10 a 14 años	1980	0,21
15 Coruña, A	De 10 a 14 años	1979	0,28
15 Coruña, A	De 10 a 14 años	1978	0,21
15 Coruña, A	De 10 a 14 años	1977	0,21
15 Coruña, A	De 10 a 14 años	1976	0,19
15 Coruña, A	De 10 a 14 años	1975	0,12
15 Coruña, A	De 15 a 19 años	2023	3,1
15 Coruña, A	De 15 a 19 años	2022	2,64
15 Coruña, A	De 15 a 19 años	2021	2,63
15 Coruña, A	De 15 a 19 años	2020	3,43
15 Coruña, A	De 15 a 19 años	2019	3,64
15 Coruña, A	De 15 a 19 años	2018	4,01
15 Coruña, A	De 15 a 19 años	2017	4,03
15 Coruña, A	De 15 a 19 años	2016	4,96
15 Coruña, A	De 15 a 19 años	2015	4,18
15 Coruña, A	De 15 a 19 años	2014	4,62
15 Coruña, A	De 15 a 19 años	2013	5,4
15 Coruña, A	De 15 a 19 años	2012	5,44
15 Coruña, A	De 15 a 19 años	2011	4,68
15 Coruña, A	De 15 a 19 años	2010	5,72
15 Coruña, A	De 15 a 19 años	2009	6,85
15 Coruña, A	De 15 a 19 años	2008	6,6
15 Coruña, A	De 15 a 19 años	2007	6,96
15 Coruña, A	De 15 a 19 años	2006	5,31
15 Coruña, A	De 15 a 19 años	2005	6,02
15 Coruña, A	De 15 a 19 años	2004	6,1
15 Coruña, A	De 15 a 19 años	2003	6,47
15 Coruña, A	De 15 a 19 años	2002	5,58
15 Coruña, A	De 15 a 19 años	2001	6,53
15 Coruña, A	De 15 a 19 años	2000	5,87
15 Coruña, A	De 15 a 19 años	1999	6,14
15 Coruña, A	De 15 a 19 años	1998	6,65
15 Coruña, A	De 15 a 19 años	1997	6,72
15 Coruña, A	De 15 a 19 años	1996	7,39
15 Coruña, A	De 15 a 19 años	1995	7,18
15 Coruña, A	De 15 a 19 años	1994	8,63
15 Coruña, A	De 15 a 19 años	1993	11,2
15 Coruña, A	De 15 a 19 años	1992	11,81
15 Coruña, A	De 15 a 19 años	1991	12,54
15 Coruña, A	De 15 a 19 años	1990	15,38
15 Coruña, A	De 15 a 19 años	1989	16,66
15 Coruña, A	De 15 a 19 años	1988	20,94
15 Coruña, A	De 15 a 19 años	1987	21,95
15 Coruña, A	De 15 a 19 años	1986	23,8
15 Coruña, A	De 15 a 19 años	1985	29,01
15 Coruña, A	De 15 a 19 años	1984	31,28
15 Coruña, A	De 15 a 19 años	1983	32,76
15 Coruña, A	De 15 a 19 años	1982	37,13
